Student_ID,Name,Class
2368,Student 2368,C
2369,Student 2369,A
2370,Student 2370,B
2371,Student 2371,C
2372,Student 2372,A
2373,Student 2373,D
2374,Student 2374,D
2375,Student 2375,C
2376,Student 2376,B
2377,Student 2377,B
2378,Student 2378,B
2379,Student 2379,A
2380,Student 2380,A
2381,Student 2381,A
2382,Student 2382,B
2383,Student 2383,D
2384,Student 2384,C
2385,Student 2385,C
2386,Student 2386,D
2387,Student 2387,A
2388,Student 2388,D
2389,Student 2389,C
2390,Student 2390,A
2391,Student 2391,D
2392,Student 2392,C
2393,Student 2393,D
2394,Student 2394,B
2395,Student 2395,C
2396,Student 2396,A
2397,Student 2397,C
2398,Student 2398,D
2399,Student 2399,C
2400,Student 2400,A
2401,Student 2401,B
2402,Student 2402,A
2403,Student 2403,D
2404,Student 2404,B
2405,Student 2405,C
2406,Student 2406,A
2407,Student 2407,D
2408,Student 2408,C
2409,Student 2409,C
2410,Student 2410,C
2411,Student 2411,A
2412,Student 2412,D
2413,Student 2413,D
2414,Student 2414,D
2415,Student 2415,C
2416,Student 2416,B
2417,Student 2417,B
2418,Student 2418,C
2419,Student 2419,A
2420,Student 2420,C
2421,Student 2421,B
2422,Student 2422,C
2423,Student 2423,D
2424,Student 2424,A
2425,Student 2425,B
2426,Student 2426,B
2427,Student 2427,A
2428,Student 2428,D
2429,Student 2429,C
2430,Student 2430,D
2431,Student 2431,B
2432,Student 2432,C
2433,Student 2433,D
2434,Student 2434,A
2435,Student 2435,C
2436,Student 2436,B
2437,Student 2437,D
2438,Student 2438,A
2439,Student 2439,B
2440,Student 2440,A
2441,Student 2441,B
2442,Student 2442,A
2443,Student 2443,A
2444,Student 2444,C
2445,Student 2445,D
2446,Student 2446,D
2447,Student 2447,B
2448,Student 2448,A
2449,Student 2449,D
2450,Student 2450,A
2451,Student 2451,A
2452,Student 2452,B
2453,Student 2453,A
2454,Student 2454,B
2455,Student 2455,C
2456,Student 2456,D
2457,Student 2457,C
2458,Student 2458,A
2459,Student 2459,B
2460,Student 2460,B
2461,Student 2461,A
2462,Student 2462,C
2463,Student 2463,D
2464,Student 2464,A
2465,Student 2465,D
2466,Student 2466,B
2467,Student 2467,A
2468,Student 2468,A
2469,Student 2469,A
2470,Student 2470,A
2471,Student 2471,D
2472,Student 2472,C
2473,Student 2473,D
2474,Student 2474,A
2475,Student 2475,A
2476,Student 2476,D
2477,Student 2477,A
2478,Student 2478,B
2479,Student 2479,A
2480,Student 2480,B
2481,Student 2481,B
2482,Student 2482,C
2483,Student 2483,C
2484,Student 2484,D
2485,Student 2485,D
2486,Student 2486,A
2487,Student 2487,B
2488,Student 2488,A
2489,Student 2489,D
2490,Student 2490,A
2491,Student 2491,A
2492,Student 2492,D
2493,Student 2493,B
2494,Student 2494,D
2495,Student 2495,A
2496,Student 2496,A
2497,Student 2497,D
2498,Student 2498,A
2499,Student 2499,C
2500,Student 2500,B
2501,Student 2501,D
2502,Student 2502,D
2503,Student 2503,A
2504,Student 2504,B
2505,Student 2505,C
2506,Student 2506,C
2507,Student 2507,C
2508,Student 2508,C
2509,Student 2509,A
2510,Student 2510,C
2511,Student 2511,A
2512,Student 2512,B
2513,Student 2513,C
2514,Student 2514,D
2515,Student 2515,B
2516,Student 2516,D
2517,Student 2517,B
2518,Student 2518,C
2519,Student 2519,D
2520,Student 2520,C
2521,Student 2521,A
2522,Student 2522,D
2523,Student 2523,B
2524,Student 2524,D
2525,Student 2525,A
2526,Student 2526,C
2527,Student 2527,B
2528,Student 2528,C
2529,Student 2529,B
2530,Student 2530,D
2531,Student 2531,B
2532,Student 2532,A
2533,Student 2533,D
2534,Student 2534,C
2535,Student 2535,D
2536,Student 2536,A
2537,Student 2537,A
2538,Student 2538,D
2539,Student 2539,D
2540,Student 2540,B
2541,Student 2541,A
2542,Student 2542,A
2543,Student 2543,D
2544,Student 2544,A
2545,Student 2545,B
2546,Student 2546,C
2547,Student 2547,C
2548,Student 2548,B
2549,Student 2549,C
2550,Student 2550,B
2551,Student 2551,D
2552,Student 2552,A
2553,Student 2553,A
2554,Student 2554,C
2555,Student 2555,B
2556,Student 2556,C
2557,Student 2557,A
2558,Student 2558,D
2559,Student 2559,A
2560,Student 2560,A
2561,Student 2561,A
2562,Student 2562,C
2563,Student 2563,A
2564,Student 2564,C
2565,Student 2565,A
2566,Student 2566,A
2567,Student 2567,B
2568,Student 2568,D
2569,Student 2569,A
2570,Student 2570,D
2571,Student 2571,D
2572,Student 2572,B
2573,Student 2573,B
2574,Student 2574,B
2575,Student 2575,C
2576,Student 2576,A
2577,Student 2577,C
2578,Student 2578,B
2579,Student 2579,D
2580,Student 2580,D
2581,Student 2581,A
2582,Student 2582,C
2583,Student 2583,B
2584,Student 2584,A
2585,Student 2585,D
2586,Student 2586,B
2587,Student 2587,C
2588,Student 2588,C
2589,Student 2589,D
2590,Student 2590,A
2591,Student 2591,A
2592,Student 2592,B
2593,Student 2593,A
2594,Student 2594,D
2595,Student 2595,D
2596,Student 2596,D
2597,Student 2597,C
2598,Student 2598,A
2599,Student 2599,D
2600,Student 2600,C
2601,Student 2601,C
2602,Student 2602,D
2603,Student 2603,A
2604,Student 2604,D
2605,Student 2605,D
2606,Student 2606,C
2607,Student 2607,C
2608,Student 2608,A
2609,Student 2609,C
2610,Student 2610,B
2611,Student 2611,C
2612,Student 2612,B
2613,Student 2613,D
2614,Student 2614,A
2615,Student 2615,C
2616,Student 2616,A
2617,Student 2617,B
2618,Student 2618,D
2619,Student 2619,B
2620,Student 2620,B
2621,Student 2621,B
2622,Student 2622,D
2623,Student 2623,B
2624,Student 2624,C
2625,Student 2625,C
2626,Student 2626,B
2627,Student 2627,D
2628,Student 2628,B
2629,Student 2629,D
2630,Student 2630,C
2631,Student 2631,A
2632,Student 2632,B
2633,Student 2633,A
2634,Student 2634,A
2635,Student 2635,B
2636,Student 2636,C
2637,Student 2637,C
2638,Student 2638,B
2639,Student 2639,B
2640,Student 2640,D
2641,Student 2641,A
2642,Student 2642,B
2643,Student 2643,A
2644,Student 2644,C
2645,Student 2645,B
2646,Student 2646,D
2647,Student 2647,C
2648,Student 2648,B
2649,Student 2649,D
2650,Student 2650,C
2651,Student 2651,D
2652,Student 2652,B
2653,Student 2653,D
2654,Student 2654,C
2655,Student 2655,B
2656,Student 2656,D
2657,Student 2657,C
2658,Student 2658,A
2659,Student 2659,D
2660,Student 2660,A
2661,Student 2661,B
2662,Student 2662,A
2663,Student 2663,B
2664,Student 2664,D
2665,Student 2665,B
2666,Student 2666,B
2667,Student 2667,C
2668,Student 2668,D
2669,Student 2669,D
2670,Student 2670,D
2671,Student 2671,B
2672,Student 2672,B
2673,Student 2673,D
2674,Student 2674,C
2675,Student 2675,B
2676,Student 2676,A
2677,Student 2677,A
2678,Student 2678,D
2679,Student 2679,B
2680,Student 2680,A
2681,Student 2681,B
2682,Student 2682,A
2683,Student 2683,B
2684,Student 2684,A
2685,Student 2685,C
2686,Student 2686,C
2687,Student 2687,A
2688,Student 2688,D
2689,Student 2689,A
2690,Student 2690,C
2691,Student 2691,D
2692,Student 2692,A
2693,Student 2693,A
2694,Student 2694,B
2695,Student 2695,A
2696,Student 2696,B
2697,Student 2697,D
2698,Student 2698,B
2699,Student 2699,D
2700,Student 2700,B
2701,Student 2701,A
2702,Student 2702,D
2703,Student 2703,D
2704,Student 2704,A
2705,Student 2705,C
2706,Student 2706,A
2707,Student 2707,D
2708,Student 2708,C
2709,Student 2709,C
2710,Student 2710,A
2711,Student 2711,D
2712,Student 2712,B
2713,Student 2713,D
2714,Student 2714,C
2715,Student 2715,C
2716,Student 2716,C
2717,Student 2717,C
2718,Student 2718,A
2719,Student 2719,D
2720,Student 2720,A
2721,Student 2721,D
2722,Student 2722,C
2723,Student 2723,B
2724,Student 2724,B
2725,Student 2725,B
2726,Student 2726,A
2727,Student 2727,D
2728,Student 2728,D
2729,Student 2729,A
2730,Student 2730,A
2731,Student 2731,C
2732,Student 2732,B
2733,Student 2733,C
2734,Student 2734,A
2735,Student 2735,B
2736,Student 2736,C
2737,Student 2737,D
2738,Student 2738,D
2739,Student 2739,A
2740,Student 2740,D
2741,Student 2741,B
2742,Student 2742,A
2743,Student 2743,B
2744,Student 2744,B
2745,Student 2745,C
2746,Student 2746,B
2747,Student 2747,B
2748,Student 2748,A
2749,Student 2749,B
2750,Student 2750,C
2751,Student 2751,C
2752,Student 2752,C
2753,Student 2753,B
2754,Student 2754,B
2755,Student 2755,C
2756,Student 2756,A
2757,Student 2757,D
2758,Student 2758,C
2759,Student 2759,D
2760,Student 2760,A
2761,Student 2761,B
2762,Student 2762,D
2763,Student 2763,C
2764,Student 2764,A
2765,Student 2765,A
2766,Student 2766,A
2767,Student 2767,B
2768,Student 2768,D
2769,Student 2769,D
2770,Student 2770,A
2771,Student 2771,A
2772,Student 2772,C
2773,Student 2773,D
2774,Student 2774,D
2775,Student 2775,B
2776,Student 2776,D
2777,Student 2777,B
2778,Student 2778,A
2779,Student 2779,D
2780,Student 2780,B
2781,Student 2781,C
2782,Student 2782,C
2783,Student 2783,A
2784,Student 2784,A
2785,Student 2785,B
2786,Student 2786,B
2787,Student 2787,C
2788,Student 2788,C
2789,Student 2789,D
2790,Student 2790,C
2791,Student 2791,A
2792,Student 2792,B
2793,Student 2793,B
2794,Student 2794,D
2795,Student 2795,C
2796,Student 2796,B
2797,Student 2797,C
2798,Student 2798,D
2799,Student 2799,B
2800,Student 2800,B
2801,Student 2801,A
2802,Student 2802,B
2803,Student 2803,C
2804,Student 2804,D
2805,Student 2805,A
2806,Student 2806,B
2807,Student 2807,A
2808,Student 2808,C
2809,Student 2809,A
2810,Student 2810,D
2811,Student 2811,C
2812,Student 2812,A
2813,Student 2813,B
2814,Student 2814,B
2815,Student 2815,C
2816,Student 2816,D
2817,Student 2817,C
2818,Student 2818,D
2819,Student 2819,D
2820,Student 2820,D
2821,Student 2821,A
2822,Student 2822,A
2823,Student 2823,A
2824,Student 2824,D
2825,Student 2825,C
2826,Student 2826,D
2827,Student 2827,B
2828,Student 2828,D
2829,Student 2829,A
2830,Student 2830,D
2831,Student 2831,D
2832,Student 2832,B
2833,Student 2833,A
2834,Student 2834,B
2835,Student 2835,A
2836,Student 2836,B
2837,Student 2837,D
2838,Student 2838,B
2839,Student 2839,D
2840,Student 2840,C
2841,Student 2841,C
2842,Student 2842,A
2843,Student 2843,D
2844,Student 2844,A
2845,Student 2845,B
2846,Student 2846,A
2847,Student 2847,C
2848,Student 2848,C
2849,Student 2849,B
2850,Student 2850,C
2851,Student 2851,C
2852,Student 2852,C
2853,Student 2853,B
2854,Student 2854,B
2855,Student 2855,B
2856,Student 2856,B
2857,Student 2857,B
2858,Student 2858,C
2859,Student 2859,C
2860,Student 2860,B
2861,Student 2861,D
2862,Student 2862,A
2863,Student 2863,C
2864,Student 2864,C
2865,Student 2865,A
2866,Student 2866,C
2867,Student 2867,D
2868,Student 2868,A
2869,Student 2869,A
2870,Student 2870,A
2871,Student 2871,A
2872,Student 2872,A
2873,Student 2873,D
2874,Student 2874,C
2875,Student 2875,A
2876,Student 2876,B
2877,Student 2877,D
2878,Student 2878,B
2879,Student 2879,B
2880,Student 2880,B
2881,Student 2881,A
2882,Student 2882,B
2883,Student 2883,D
2884,Student 2884,D
2885,Student 2885,B
2886,Student 2886,B
2887,Student 2887,D
2888,Student 2888,B
2889,Student 2889,A
2890,Student 2890,C
2891,Student 2891,C
2892,Student 2892,A
2893,Student 2893,A
2894,Student 2894,D
2895,Student 2895,C
2896,Student 2896,D
2897,Student 2897,C
2898,Student 2898,B
2899,Student 2899,D
2900,Student 2900,A
2901,Student 2901,B
2902,Student 2902,B
2903,Student 2903,C
2904,Student 2904,A
2905,Student 2905,D
2906,Student 2906,C
2907,Student 2907,B
2908,Student 2908,D
2909,Student 2909,D
2910,Student 2910,D
2911,Student 2911,D
2912,Student 2912,B
2913,Student 2913,B
2914,Student 2914,C
2915,Student 2915,C
2916,Student 2916,D
2917,Student 2917,D
2918,Student 2918,D
2919,Student 2919,C
2920,Student 2920,D
2921,Student 2921,A
2922,Student 2922,A
2923,Student 2923,B
2924,Student 2924,C
2925,Student 2925,B
2926,Student 2926,C
2927,Student 2927,B
2928,Student 2928,D
2929,Student 2929,A
2930,Student 2930,D
2931,Student 2931,A
2932,Student 2932,C
2933,Student 2933,A
2934,Student 2934,A
2935,Student 2935,D
2936,Student 2936,B
2937,Student 2937,B
2938,Student 2938,B
2939,Student 2939,C
2940,Student 2940,B
2941,Student 2941,C
2942,Student 2942,B
2943,Student 2943,D
2944,Student 2944,D
2945,Student 2945,A
2946,Student 2946,C
2947,Student 2947,D
2948,Student 2948,C
2949,Student 2949,C
2950,Student 2950,D
2951,Student 2951,A
2952,Student 2952,C
2953,Student 2953,A
2954,Student 2954,D
2955,Student 2955,C
2956,Student 2956,C
2957,Student 2957,D
2958,Student 2958,B
2959,Student 2959,A
2960,Student 2960,D
2961,Student 2961,C
2962,Student 2962,D
2963,Student 2963,B
2964,Student 2964,D
2965,Student 2965,A
2966,Student 2966,C
2967,Student 2967,B
2968,Student 2968,D
2969,Student 2969,A
2970,Student 2970,B
2971,Student 2971,A
2972,Student 2972,C
2973,Student 2973,D
2974,Student 2974,B
2975,Student 2975,A
2976,Student 2976,D
2977,Student 2977,B
2978,Student 2978,D
2979,Student 2979,D
2980,Student 2980,A
2981,Student 2981,C
2982,Student 2982,B
2983,Student 2983,D
2984,Student 2984,B
2985,Student 2985,A
2986,Student 2986,B
2987,Student 2987,A
2988,Student 2988,C
2989,Student 2989,C
2990,Student 2990,A
2991,Student 2991,B
2992,Student 2992,D
2993,Student 2993,D
2994,Student 2994,D
2995,Student 2995,A
2996,Student 2996,D
2997,Student 2997,B
2998,Student 2998,A
2999,Student 2999,B
3000,Student 3000,A
3001,Student 3001,B
3002,Student 3002,D
3003,Student 3003,B
3004,Student 3004,C
3005,Student 3005,A
3006,Student 3006,B
3007,Student 3007,B
3008,Student 3008,A
3009,Student 3009,C
3010,Student 3010,D
3011,Student 3011,C
3012,Student 3012,C
3013,Student 3013,C
3014,Student 3014,C
3015,Student 3015,C
3016,Student 3016,C
3017,Student 3017,C
3018,Student 3018,C
3019,Student 3019,A
3020,Student 3020,D
3021,Student 3021,C
3022,Student 3022,B
3023,Student 3023,A
3024,Student 3024,B
3025,Student 3025,D
3026,Student 3026,A
3027,Student 3027,A
3028,Student 3028,A
3029,Student 3029,B
3030,Student 3030,C
3031,Student 3031,C
3032,Student 3032,B
3033,Student 3033,B
3034,Student 3034,D
3035,Student 3035,A
3036,Student 3036,C
3037,Student 3037,A
3038,Student 3038,C
3039,Student 3039,C
3040,Student 3040,A
3041,Student 3041,B
3042,Student 3042,C
3043,Student 3043,B
3044,Student 3044,B
3045,Student 3045,A
3046,Student 3046,B
3047,Student 3047,B
3048,Student 3048,B
3049,Student 3049,D
3050,Student 3050,C
3051,Student 3051,A
3052,Student 3052,D
3053,Student 3053,D
3054,Student 3054,B
3055,Student 3055,C
3056,Student 3056,C
3057,Student 3057,A
3058,Student 3058,C
3059,Student 3059,C
3060,Student 3060,B
3061,Student 3061,A
3062,Student 3062,A
3063,Student 3063,B
3064,Student 3064,A
3065,Student 3065,A
3066,Student 3066,A
3067,Student 3067,B
3068,Student 3068,C
3069,Student 3069,B
3070,Student 3070,A
3071,Student 3071,A
3072,Student 3072,C
3073,Student 3073,A
3074,Student 3074,A
3075,Student 3075,D
3076,Student 3076,B
3077,Student 3077,B
3078,Student 3078,D
3079,Student 3079,D
3080,Student 3080,D
3081,Student 3081,B
3082,Student 3082,C
3083,Student 3083,D
3084,Student 3084,D
3085,Student 3085,B
3086,Student 3086,C
3087,Student 3087,B
3088,Student 3088,D
3089,Student 3089,B
3090,Student 3090,A
3091,Student 3091,B
3092,Student 3092,D
3093,Student 3093,A
3094,Student 3094,B
3095,Student 3095,C
3096,Student 3096,D
3097,Student 3097,C
3098,Student 3098,D
3099,Student 3099,A
3100,Student 3100,B
3101,Student 3101,B
3102,Student 3102,B
3103,Student 3103,B
3104,Student 3104,A
3105,Student 3105,A
3106,Student 3106,A
3107,Student 3107,B
3108,Student 3108,C
3109,Student 3109,D
3110,Student 3110,A
3111,Student 3111,D
3112,Student 3112,D
3113,Student 3113,A
3114,Student 3114,C
3115,Student 3115,B
3116,Student 3116,B
3117,Student 3117,B
3118,Student 3118,A
3119,Student 3119,A
3120,Student 3120,A
3121,Student 3121,B
3122,Student 3122,D
3123,Student 3123,B
3124,Student 3124,B
3125,Student 3125,A
3126,Student 3126,D
3127,Student 3127,B
3128,Student 3128,C
3129,Student 3129,C
3130,Student 3130,D
3131,Student 3131,C
3132,Student 3132,C
3133,Student 3133,C
3134,Student 3134,D
3135,Student 3135,A
3136,Student 3136,B
3137,Student 3137,D
3138,Student 3138,C
3139,Student 3139,B
3140,Student 3140,B
3141,Student 3141,A
3142,Student 3142,A
3143,Student 3143,B
3144,Student 3144,C
3145,Student 3145,D
3146,Student 3146,A
3147,Student 3147,B
3148,Student 3148,A
3149,Student 3149,B
3150,Student 3150,D
3151,Student 3151,D
3152,Student 3152,D
3153,Student 3153,B
3154,Student 3154,C
3155,Student 3155,A
3156,Student 3156,C
3157,Student 3157,B
3158,Student 3158,A
3159,Student 3159,B
3160,Student 3160,B
3161,Student 3161,B
3162,Student 3162,C
3163,Student 3163,D
3164,Student 3164,B
3165,Student 3165,C
3166,Student 3166,C
3167,Student 3167,A
3168,Student 3168,A
3169,Student 3169,A
3170,Student 3170,A
3171,Student 3171,B
3172,Student 3172,B
3173,Student 3173,B
3174,Student 3174,D
3175,Student 3175,C
3176,Student 3176,A
3177,Student 3177,A
3178,Student 3178,A
3179,Student 3179,A
3180,Student 3180,B
3181,Student 3181,D
3182,Student 3182,C
3183,Student 3183,C
3184,Student 3184,B
3185,Student 3185,D
3186,Student 3186,C
3187,Student 3187,D
3188,Student 3188,B
3189,Student 3189,C
3190,Student 3190,C
3191,Student 3191,B
3192,Student 3192,C
3193,Student 3193,B
3194,Student 3194,B
3195,Student 3195,D
3196,Student 3196,C
3197,Student 3197,C
3198,Student 3198,A
3199,Student 3199,B
3200,Student 3200,D
3201,Student 3201,C
3202,Student 3202,D
3203,Student 3203,C
3204,Student 3204,A
3205,Student 3205,A
3206,Student 3206,D
3207,Student 3207,D
3208,Student 3208,C
3209,Student 3209,A
3210,Student 3210,D
3211,Student 3211,B
3212,Student 3212,B
3213,Student 3213,C
3214,Student 3214,B
3215,Student 3215,B
3216,Student 3216,A
3217,Student 3217,C
3218,Student 3218,C
3219,Student 3219,C
3220,Student 3220,C
3221,Student 3221,B
3222,Student 3222,C
3223,Student 3223,C
3224,Student 3224,D
3225,Student 3225,C
3226,Student 3226,C
3227,Student 3227,A
3228,Student 3228,D
3229,Student 3229,C
3230,Student 3230,D
3231,Student 3231,A
3232,Student 3232,A
3233,Student 3233,A
3234,Student 3234,C
3235,Student 3235,B
3236,Student 3236,B
3237,Student 3237,B
3238,Student 3238,A
3239,Student 3239,D
3240,Student 3240,A
3241,Student 3241,C
3242,Student 3242,B
3243,Student 3243,D
3244,Student 3244,B
3245,Student 3245,D
3246,Student 3246,D
3247,Student 3247,B
3248,Student 3248,C
3249,Student 3249,C
3250,Student 3250,B
3251,Student 3251,B
3252,Student 3252,A
3253,Student 3253,B
3254,Student 3254,C
3255,Student 3255,C
3256,Student 3256,A
3257,Student 3257,D
3258,Student 3258,A
3259,Student 3259,A
3260,Student 3260,A
3261,Student 3261,C
3262,Student 3262,B
3263,Student 3263,A
3264,Student 3264,C
3265,Student 3265,D
3266,Student 3266,B
3267,Student 3267,C
3268,Student 3268,C
3269,Student 3269,B
3270,Student 3270,A
3271,Student 3271,C
3272,Student 3272,A
3273,Student 3273,C
3274,Student 3274,D
3275,Student 3275,D
3276,Student 3276,D
3277,Student 3277,C
3278,Student 3278,B
3279,Student 3279,D
3280,Student 3280,C
3281,Student 3281,B
3282,Student 3282,D
3283,Student 3283,B
3284,Student 3284,A
3285,Student 3285,C
3286,Student 3286,D
3287,Student 3287,D
3288,Student 3288,D
3289,Student 3289,B
3290,Student 3290,C
3291,Student 3291,D
3292,Student 3292,D
3293,Student 3293,C
3294,Student 3294,A
3295,Student 3295,B
3296,Student 3296,C
3297,Student 3297,C
3298,Student 3298,C
3299,Student 3299,D
3300,Student 3300,C
3301,Student 3301,A
3302,Student 3302,D
3303,Student 3303,A
3304,Student 3304,B
3305,Student 3305,A
3306,Student 3306,C
3307,Student 3307,C
3308,Student 3308,B
3309,Student 3309,D
3310,Student 3310,C
3311,Student 3311,B
3312,Student 3312,B
3313,Student 3313,D
3314,Student 3314,A
3315,Student 3315,A
3316,Student 3316,C
3317,Student 3317,C
3318,Student 3318,B
3319,Student 3319,D
3320,Student 3320,D
3321,Student 3321,B
3322,Student 3322,C
3323,Student 3323,B
3324,Student 3324,B
3325,Student 3325,B
3326,Student 3326,D
3327,Student 3327,A
3328,Student 3328,D
3329,Student 3329,D
3330,Student 3330,A
3331,Student 3331,D
3332,Student 3332,A
3333,Student 3333,D
3334,Student 3334,A
3335,Student 3335,A
3336,Student 3336,C
3337,Student 3337,D
3338,Student 3338,B
3339,Student 3339,B
3340,Student 3340,A
3341,Student 3341,B
3342,Student 3342,B
3343,Student 3343,A
3344,Student 3344,D
3345,Student 3345,C
3346,Student 3346,D
3347,Student 3347,C
3348,Student 3348,A
3349,Student 3349,D
3350,Student 3350,B
3351,Student 3351,C
3352,Student 3352,B
3353,Student 3353,D
3354,Student 3354,D
3355,Student 3355,B
3356,Student 3356,C
3357,Student 3357,C
3358,Student 3358,A
3359,Student 3359,B
3360,Student 3360,C
3361,Student 3361,D
3362,Student 3362,D
3363,Student 3363,B
3364,Student 3364,B
3365,Student 3365,A
3366,Student 3366,B
3367,Student 3367,A
3368,Student 3368,B
3369,Student 3369,A
3370,Student 3370,C
3371,Student 3371,B
3372,Student 3372,B
3373,Student 3373,B
3374,Student 3374,B
3375,Student 3375,C
3376,Student 3376,A
3377,Student 3377,C
3378,Student 3378,C
3379,Student 3379,D
3380,Student 3380,C
3381,Student 3381,D
3382,Student 3382,A
3383,Student 3383,B
3384,Student 3384,B
3385,Student 3385,A
3386,Student 3386,B
3387,Student 3387,A
3388,Student 3388,B
3389,Student 3389,A
3390,Student 3390,D
3391,Student 3391,C
3392,Student 3392,B
3393,Student 3393,C
3394,Student 3394,D
3395,Student 3395,C
3396,Student 3396,A
3397,Student 3397,D
3398,Student 3398,C
3399,Student 3399,A
3400,Student 3400,C
3401,Student 3401,B
3402,Student 3402,D
3403,Student 3403,C
3404,Student 3404,A
3405,Student 3405,B
3406,Student 3406,C
3407,Student 3407,A
3408,Student 3408,B
3409,Student 3409,C
3410,Student 3410,D
3411,Student 3411,D
3412,Student 3412,B
3413,Student 3413,A
3414,Student 3414,B
3415,Student 3415,C
3416,Student 3416,A
3417,Student 3417,C
3418,Student 3418,B
3419,Student 3419,D
3420,Student 3420,B
3421,Student 3421,D
3422,Student 3422,C
3423,Student 3423,A
3424,Student 3424,C
3425,Student 3425,C
3426,Student 3426,A
3427,Student 3427,C
3428,Student 3428,B
3429,Student 3429,D
3430,Student 3430,B
3431,Student 3431,B
3432,Student 3432,B
3433,Student 3433,D
3434,Student 3434,D
3435,Student 3435,A
3436,Student 3436,A
3437,Student 3437,A
3438,Student 3438,C
3439,Student 3439,A
3440,Student 3440,C
3441,Student 3441,B
3442,Student 3442,C
3443,Student 3443,C
3444,Student 3444,D
3445,Student 3445,A
3446,Student 3446,A
3447,Student 3447,D
3448,Student 3448,D
3449,Student 3449,D
3450,Student 3450,A
3451,Student 3451,D
3452,Student 3452,A
3453,Student 3453,B
3454,Student 3454,D
3455,Student 3455,A
3456,Student 3456,A
3457,Student 3457,C
3458,Student 3458,B
3459,Student 3459,D
3460,Student 3460,D
3461,Student 3461,B
3462,Student 3462,B
3463,Student 3463,A
3464,Student 3464,B
3465,Student 3465,A
3466,Student 3466,C
3467,Student 3467,A
3468,Student 3468,B
3469,Student 3469,A
3470,Student 3470,B
3471,Student 3471,D
3472,Student 3472,A
3473,Student 3473,D
3474,Student 3474,A
3475,Student 3475,D
3476,Student 3476,C
3477,Student 3477,C
3478,Student 3478,C
3479,Student 3479,A
3480,Student 3480,C
3481,Student 3481,A
3482,Student 3482,C
3483,Student 3483,D
3484,Student 3484,D
3485,Student 3485,C
3486,Student 3486,D
3487,Student 3487,C
3488,Student 3488,A
3489,Student 3489,C
3490,Student 3490,D
3491,Student 3491,B
3492,Student 3492,B
3493,Student 3493,D
3494,Student 3494,B
3495,Student 3495,A
3496,Student 3496,A
3497,Student 3497,B
3498,Student 3498,C
3499,Student 3499,C
3500,Student 3500,C
3501,Student 3501,A
3502,Student 3502,B
3503,Student 3503,D
3504,Student 3504,A
3505,Student 3505,A
3506,Student 3506,C
3507,Student 3507,C
3508,Student 3508,D
3509,Student 3509,D
3510,Student 3510,A
3511,Student 3511,A
3512,Student 3512,D
3513,Student 3513,C
3514,Student 3514,C
3515,Student 3515,B
3516,Student 3516,B
3517,Student 3517,C
3518,Student 3518,C
3519,Student 3519,B
3520,Student 3520,D
3521,Student 3521,B
3522,Student 3522,C
3523,Student 3523,D
3524,Student 3524,D
3525,Student 3525,B
3526,Student 3526,B
3527,Student 3527,C
3528,Student 3528,C
3529,Student 3529,B
3530,Student 3530,D
3531,Student 3531,B
3532,Student 3532,B
3533,Student 3533,A
3534,Student 3534,B
3535,Student 3535,A
3536,Student 3536,D
3537,Student 3537,D
3538,Student 3538,D
3539,Student 3539,C
3540,Student 3540,A
3541,Student 3541,B
3542,Student 3542,A
3543,Student 3543,B
3544,Student 3544,D
3545,Student 3545,D
3546,Student 3546,A
3547,Student 3547,B
3548,Student 3548,D
3549,Student 3549,D
3550,Student 3550,B
3551,Student 3551,A
3552,Student 3552,C
3553,Student 3553,B
3554,Student 3554,B
3555,Student 3555,C
3556,Student 3556,B
3557,Student 3557,B
3558,Student 3558,D
3559,Student 3559,A
3560,Student 3560,B
3561,Student 3561,B
3562,Student 3562,C
3563,Student 3563,A
3564,Student 3564,D
3565,Student 3565,C
3566,Student 3566,C
3567,Student 3567,A
3568,Student 3568,A
3569,Student 3569,C
3570,Student 3570,A
3571,Student 3571,A
3572,Student 3572,C
3573,Student 3573,B
3574,Student 3574,B
3575,Student 3575,D
3576,Student 3576,C
3577,Student 3577,C
3578,Student 3578,B
3579,Student 3579,D
3580,Student 3580,B
3581,Student 3581,C
3582,Student 3582,D
3583,Student 3583,D
3584,Student 3584,C
3585,Student 3585,B
3586,Student 3586,C
3587,Student 3587,A
3588,Student 3588,B
3589,Student 3589,B
3590,Student 3590,A
3591,Student 3591,C
3592,Student 3592,B
3593,Student 3593,D
3594,Student 3594,B
3595,Student 3595,D
3596,Student 3596,C
3597,Student 3597,B
3598,Student 3598,A
3599,Student 3599,A
3600,Student 3600,B
3601,Student 3601,C
3602,Student 3602,C
3603,Student 3603,D
3604,Student 3604,C
3605,Student 3605,A
3606,Student 3606,D
3607,Student 3607,C
3608,Student 3608,C
3609,Student 3609,B
3610,Student 3610,C
3611,Student 3611,A
3612,Student 3612,B
3613,Student 3613,A
3614,Student 3614,C
3615,Student 3615,B
3616,Student 3616,B
3617,Student 3617,D
3618,Student 3618,B
3619,Student 3619,B
3620,Student 3620,A
3621,Student 3621,A
3622,Student 3622,B
3623,Student 3623,D
3624,Student 3624,B
3625,Student 3625,A
3626,Student 3626,B
3627,Student 3627,B
3628,Student 3628,C
3629,Student 3629,D
3630,Student 3630,A
3631,Student 3631,B
3632,Student 3632,C
3633,Student 3633,C
3634,Student 3634,B
3635,Student 3635,A
3636,Student 3636,D
3637,Student 3637,A
3638,Student 3638,C
