Student_ID,Fee_Amount,Paid_Status
4197,108,Late
4198,575,Paid
4199,156,Late
4200,572,Paid
4201,874,Late
4202,742,Paid
4203,191,Late
4204,674,Late
4205,564,Late
4206,340,Paid
4207,470,Late
4208,500,Paid
4209,170,Paid
4210,293,Paid
4211,935,Paid
4212,993,Paid
4213,489,Paid
4214,508,Late
4215,434,Late
4216,158,Paid
4217,981,Paid
4218,493,Late
4219,378,Late
4220,767,Paid
4221,605,Late
4222,904,Late
4223,398,Late
4224,151,Late
4225,683,Paid
4226,352,Late
4227,260,Late
4228,760,Paid
4229,673,Late
4230,998,Late
4231,320,Late
4232,174,Late
4233,490,Late
4234,848,Late
4235,388,Paid
4236,631,Paid
4237,498,Paid
4238,797,Paid
4239,548,Paid
4240,745,Late
4241,392,Paid
4242,615,Late
4243,258,Late
4244,706,Paid
4245,412,Late
4246,435,Late
4247,908,Late
4248,876,Late
4249,510,Late
4250,552,Paid
4251,285,Paid
4252,565,Late
4253,838,Paid
4254,445,Paid
4255,155,Paid
4256,780,Late
4257,386,Late
4258,926,Late
4259,781,Paid
4260,324,Paid
4261,576,Late
4262,265,Late
4263,756,Late
4264,786,Late
4265,291,Paid
4266,220,Paid
4267,713,Late
4268,693,Late
4269,179,Late
4270,226,Late
4271,705,Paid
4272,639,Paid
4273,763,Late
4274,541,Paid
4275,664,Late
4276,807,Late
4277,970,Paid
4278,304,Paid
4279,802,Paid
4280,783,Paid
4281,615,Late
4282,412,Late
4283,431,Late
4284,760,Late
4285,852,Paid
4286,976,Paid
4287,135,Late
4288,628,Paid
4289,285,Late
4290,903,Late
4291,599,Late
4292,191,Late
4293,453,Late
4294,828,Paid
4295,943,Paid
4296,231,Paid
4297,863,Late
4298,968,Paid
4299,493,Late
4300,955,Paid
4301,388,Late
4302,890,Paid
4303,234,Late
4304,686,Paid
4305,504,Paid
4306,409,Late
4307,704,Late
4308,925,Late
4309,817,Paid
4310,567,Late
4311,796,Paid
4312,247,Late
4313,812,Late
4314,589,Paid
4315,245,Paid
4316,662,Late
4317,255,Late
4318,743,Paid
4319,845,Paid
4320,331,Paid
4321,768,Late
4322,660,Paid
4323,770,Paid
4324,188,Late
4325,120,Paid
4326,483,Paid
4327,435,Late
4328,434,Late
4329,526,Paid
4330,242,Late
4331,235,Late
4332,212,Paid
4333,916,Paid
4334,636,Paid
4335,830,Paid
4336,707,Late
4337,992,Paid
4338,170,Paid
4339,399,Paid
4340,506,Late
4341,406,Late
4342,142,Paid
4343,592,Paid
4344,393,Paid
4345,941,Late
4346,200,Paid
4347,190,Paid
4348,664,Paid
4349,763,Late
4350,760,Late
4351,186,Late
4352,153,Late
4353,186,Late
4354,873,Paid
4355,543,Late
4356,934,Late
4357,107,Paid
4358,779,Late
4359,217,Late
4360,905,Paid
4361,263,Paid
4362,311,Late
4363,776,Paid
4364,421,Late
4365,109,Paid
4366,338,Paid
4367,445,Paid
4368,110,Late
4369,471,Late
4370,766,Late
4371,657,Paid
4372,526,Paid
4373,866,Late
4374,123,Late
4375,963,Late
4376,820,Late
4377,211,Paid
4378,960,Late
4379,530,Late
4380,668,Paid
4381,940,Paid
4382,502,Late
4383,716,Late
4384,849,Late
4385,232,Paid
4386,524,Paid
4387,102,Paid
4388,340,Late
4389,274,Paid
4390,848,Paid
4391,569,Late
4392,156,Paid
4393,951,Late
4394,776,Paid
4395,572,Paid
4396,817,Late
4397,137,Paid
4398,673,Paid
4399,419,Paid
4400,794,Paid
4401,698,Late
4402,403,Paid
4403,774,Late
4404,287,Late
4405,563,Late
4406,615,Late
4407,468,Late
4408,445,Paid
4409,333,Paid
4410,848,Late
4411,108,Late
4412,479,Paid
4413,910,Paid
4414,637,Late
4415,738,Late
4416,646,Late
4417,733,Late
4418,219,Paid
4419,496,Late
4420,525,Late
4421,331,Paid
4422,431,Paid
4423,880,Paid
4424,411,Paid
4425,994,Late
4426,140,Late
4427,914,Paid
4428,394,Late
4429,361,Late
4430,246,Paid
4431,248,Paid
4432,471,Paid
4433,610,Paid
4434,147,Paid
4435,495,Late
4436,285,Paid
4437,767,Paid
4438,198,Late
4439,535,Late
4440,975,Late
4441,605,Late
4442,358,Late
4443,563,Paid
4444,263,Late
4445,224,Late
4446,244,Paid
4447,439,Paid
4448,956,Late
4449,289,Late
4450,805,Late
4451,250,Paid
4452,714,Late
4453,902,Paid
4454,526,Late
4455,973,Paid
4456,392,Paid
4457,591,Late
4458,415,Late
4459,334,Paid
4460,196,Late
4461,697,Late
4462,205,Late
4463,102,Paid
4464,723,Late
4465,272,Late
4466,671,Paid
4467,740,Paid
4468,842,Paid
4469,847,Late
4470,104,Late
4471,139,Paid
4472,430,Paid
4473,183,Paid
4474,154,Paid
4475,897,Paid
4476,597,Paid
4477,643,Paid
4478,893,Paid
4479,283,Paid
4480,787,Paid
4481,962,Paid
4482,413,Paid
4483,752,Late
4484,662,Paid
4485,291,Late
4486,179,Late
4487,730,Paid
4488,736,Late
4489,554,Late
4490,704,Late
4491,789,Paid
4492,147,Late
4493,873,Paid
4494,589,Paid
4495,182,Paid
4496,238,Late
4497,251,Paid
4498,497,Late
4499,421,Late
4500,798,Late
4501,294,Paid
4502,116,Paid
4503,290,Paid
4504,818,Paid
4505,596,Paid
4506,727,Late
4507,291,Late
4508,444,Paid
4509,961,Late
4510,953,Paid
4511,281,Late
4512,563,Late
4513,237,Paid
4514,189,Paid
4515,147,Late
4516,345,Paid
4517,212,Paid
4518,368,Late
4519,282,Paid
4520,958,Paid
4521,875,Late
4522,410,Paid
4523,170,Paid
4524,640,Late
4525,271,Late
4526,170,Paid
4527,193,Late
4528,255,Late
4529,670,Paid
4530,230,Paid
4531,543,Paid
4532,499,Late
4533,748,Paid
4534,206,Paid
4535,469,Late
4536,515,Late
4537,106,Paid
4538,491,Late
4539,424,Paid
4540,493,Late
4541,668,Late
4542,138,Late
4543,359,Paid
4544,252,Paid
4545,873,Late
4546,583,Late
4547,364,Paid
4548,771,Late
4549,914,Paid
4550,676,Paid
4551,503,Paid
4552,426,Late
4553,541,Late
4554,479,Late
4555,322,Late
4556,128,Late
4557,375,Late
4558,815,Paid
4559,415,Paid
4560,505,Paid
4561,825,Paid
4562,484,Late
4563,943,Late
4564,954,Late
4565,888,Late
4566,775,Paid
4567,274,Paid
4568,368,Late
4569,335,Late
4570,174,Paid
4571,983,Paid
4572,692,Paid
4573,872,Paid
4574,229,Late
4575,516,Paid
4576,669,Paid
4577,731,Paid
4578,307,Late
4579,514,Late
4580,208,Paid
4581,413,Late
4582,782,Paid
4583,479,Paid
4584,566,Late
4585,925,Paid
4586,493,Paid
4587,579,Late
4588,554,Late
4589,368,Late
4590,853,Late
4591,376,Late
4592,992,Late
4593,521,Late
4594,199,Paid
4595,552,Paid
4596,993,Paid
4597,504,Paid
4598,134,Paid
4599,181,Late
4600,661,Paid
4601,636,Late
4602,368,Late
4603,477,Paid
4604,736,Paid
4605,981,Paid
4606,467,Paid
4607,318,Paid
4608,262,Late
4609,549,Late
4610,763,Paid
4611,689,Late
4612,402,Late
4613,536,Late
4614,585,Paid
4615,809,Paid
4616,208,Late
4617,996,Late
4618,857,Late
4619,115,Late
4620,407,Late
4621,534,Late
4622,248,Paid
4623,631,Paid
4624,464,Late
4625,490,Paid
4626,953,Paid
4627,184,Late
4628,947,Paid
4629,532,Late
4630,541,Late
4631,468,Paid
4632,478,Paid
4633,364,Late
4634,363,Paid
4635,472,Late
4636,155,Paid
4637,312,Late
4638,727,Late
4639,245,Paid
4640,721,Late
4641,865,Paid
4642,948,Late
4643,690,Late
4644,444,Late
4645,448,Paid
4646,803,Late
4647,240,Late
4648,697,Late
4649,547,Late
4650,663,Paid
4651,110,Late
4652,316,Late
4653,416,Paid
4654,482,Paid
4655,218,Paid
4656,679,Paid
4657,381,Paid
4658,945,Paid
4659,729,Paid
4660,144,Late
4661,548,Late
4662,981,Late
4663,762,Late
4664,598,Late
4665,626,Paid
4666,428,Paid
4667,940,Paid
4668,336,Paid
4669,108,Late
4670,782,Late
4671,284,Late
4672,937,Late
4673,187,Paid
4674,452,Late
4675,323,Late
4676,337,Late
4677,674,Late
4678,139,Paid
4679,331,Paid
4680,768,Late
4681,902,Late
4682,417,Paid
4683,389,Late
4684,881,Paid
4685,925,Paid
4686,546,Paid
4687,472,Late
4688,574,Late
4689,227,Paid
4690,315,Paid
4691,244,Late
4692,794,Paid
4693,746,Late
4694,631,Late
4695,575,Late
4696,738,Late
4697,761,Paid
4698,434,Paid
4699,835,Paid
4700,122,Late
4701,641,Late
4702,659,Paid
4703,933,Late
4704,313,Late
4705,113,Late
4706,678,Late
4707,668,Paid
4708,969,Paid
4709,564,Paid
4710,395,Late
4711,977,Late
4712,577,Late
4713,337,Late
4714,770,Late
4715,165,Late
4716,688,Paid
4717,838,Paid
4718,934,Paid
4719,524,Paid
4720,561,Paid
4721,340,Late
4722,852,Late
4723,338,Paid
4724,945,Paid
4725,441,Paid
4726,840,Late
4727,945,Late
4728,739,Paid
4729,545,Late
4730,504,Late
4731,139,Late
4732,239,Late
4733,766,Late
4734,661,Late
4735,727,Late
4736,126,Late
4737,440,Paid
4738,519,Late
4739,259,Late
4740,485,Paid
4741,871,Late
4742,261,Late
4743,268,Late
4744,297,Paid
4745,995,Late
4746,670,Late
4747,639,Paid
4748,844,Paid
4749,159,Paid
4750,681,Late
4751,379,Late
4752,416,Late
4753,553,Paid
4754,585,Late
4755,122,Late
4756,533,Paid
4757,830,Paid
4758,693,Late
4759,549,Paid
4760,863,Late
4761,214,Late
4762,587,Late
4763,647,Late
4764,611,Late
4765,888,Late
4766,367,Late
4767,757,Paid
4768,863,Late
4769,785,Paid
4770,210,Paid
4771,629,Late
4772,358,Late
4773,234,Paid
4774,707,Late
4775,161,Paid
4776,103,Late
4777,511,Paid
4778,302,Paid
4779,751,Late
4780,501,Paid
4781,399,Late
4782,128,Late
4783,768,Late
4784,834,Paid
4785,568,Late
4786,185,Late
4787,745,Paid
4788,714,Late
4789,580,Late
4790,178,Late
4791,990,Paid
4792,899,Late
4793,732,Paid
4794,999,Paid
4795,769,Paid
4796,260,Paid
4797,442,Paid
4798,903,Late
4799,409,Paid
4800,914,Late
4801,464,Paid
4802,841,Late
4803,170,Late
4804,231,Late
4805,411,Late
4806,243,Late
4807,339,Paid
4808,367,Late
4809,906,Late
4810,368,Late
4811,874,Late
4812,912,Late
4813,374,Late
4814,885,Late
4815,472,Paid
4816,784,Paid
4817,266,Late
4818,417,Paid
4819,966,Paid
4820,920,Late
4821,329,Late
4822,746,Paid
4823,614,Paid
4824,629,Late
4825,133,Late
4826,693,Late
4827,541,Paid
4828,111,Paid
4829,477,Late
4830,147,Late
4831,561,Paid
4832,398,Paid
4833,312,Paid
4834,210,Late
4835,430,Paid
4836,670,Late
4837,465,Late
4838,608,Late
4839,458,Late
4840,324,Paid
4841,481,Late
4842,695,Paid
4843,721,Paid
4844,893,Paid
4845,530,Paid
4846,548,Late
4847,516,Paid
4848,830,Paid
4849,253,Paid
4850,564,Paid
4851,559,Late
4852,972,Paid
4853,161,Late
4854,596,Late
4855,694,Paid
4856,793,Late
4857,221,Paid
4858,825,Paid
4859,576,Paid
4860,698,Late
4861,354,Paid
4862,962,Late
4863,345,Late
4864,803,Paid
4865,721,Paid
4866,600,Late
4867,135,Paid
4868,276,Paid
4869,848,Paid
4870,700,Late
4871,602,Paid
4872,354,Paid
4873,182,Late
4874,754,Late
4875,618,Paid
4876,304,Late
4877,138,Late
4878,861,Paid
4879,403,Late
4880,446,Late
4881,967,Late
4882,853,Late
4883,812,Late
4884,143,Late
4885,289,Paid
4886,578,Late
4887,373,Paid
4888,560,Paid
4889,484,Late
4890,579,Paid
4891,449,Late
4892,464,Late
4893,628,Paid
4894,245,Late
4895,625,Late
4896,669,Late
4897,575,Late
4898,815,Paid
4899,644,Paid
4900,750,Late
4901,534,Late
4902,304,Paid
4903,586,Late
4904,976,Paid
4905,629,Late
4906,278,Paid
4907,508,Late
4908,514,Late
4909,152,Paid
4910,695,Paid
4911,347,Paid
4912,648,Paid
4913,691,Late
4914,320,Late
4915,979,Paid
4916,772,Late
4917,803,Late
4918,847,Paid
4919,277,Paid
4920,495,Paid
4921,286,Late
4922,193,Paid
4923,529,Paid
4924,707,Paid
4925,828,Late
4926,726,Late
4927,663,Late
4928,863,Paid
4929,732,Late
4930,762,Paid
4931,117,Late
4932,980,Paid
4933,932,Paid
4934,347,Paid
4935,988,Paid
4936,606,Late
4937,257,Late
4938,261,Paid
4939,954,Paid
4940,263,Late
4941,340,Paid
4942,868,Paid
4943,815,Late
4944,195,Paid
4945,383,Late
4946,604,Late
4947,782,Paid
4948,638,Late
4949,820,Paid
4950,970,Paid
4951,135,Paid
4952,478,Paid
4953,404,Paid
4954,187,Late
4955,844,Paid
4956,935,Late
4957,720,Late
4958,735,Paid
4959,938,Paid
4960,652,Late
4961,601,Late
4962,104,Late
4963,354,Late
4964,531,Paid
4965,250,Late
4966,979,Late
4967,546,Late
4968,120,Late
4969,451,Late
4970,581,Late
4971,671,Late
4972,934,Late
4973,562,Paid
4974,667,Late
4975,487,Paid
4976,600,Paid
4977,949,Paid
4978,552,Paid
4979,251,Paid
4980,388,Late
4981,324,Paid
4982,215,Late
4983,407,Late
4984,801,Paid
4985,965,Late
4986,907,Late
4987,376,Paid
4988,522,Paid
4989,822,Late
4990,692,Late
4991,938,Late
4992,590,Paid
4993,816,Paid
4994,733,Late
4995,329,Late
4996,726,Paid
4997,337,Paid
4998,225,Paid
4999,412,Paid
5000,765,Paid
5001,765,Paid
5002,967,Paid
5003,521,Paid
5004,759,Paid
5005,989,Paid
5006,872,Paid
5007,107,Paid
5008,923,Late
5009,290,Paid
5010,327,Late
5011,241,Paid
5012,105,Paid
5013,687,Late
5014,196,Late
5015,862,Late
5016,677,Paid
5017,743,Late
5018,578,Late
5019,968,Paid
5020,966,Paid
5021,418,Late
5022,926,Paid
5023,311,Late
5024,906,Paid
5025,371,Late
5026,592,Late
5027,646,Paid
5028,625,Paid
5029,742,Late
5030,610,Paid
5031,540,Late
5032,377,Late
5033,316,Paid
5034,916,Late
5035,473,Late
5036,858,Late
5037,188,Paid
5038,929,Late
5039,188,Late
5040,664,Paid
5041,570,Late
5042,894,Paid
5043,639,Paid
5044,514,Paid
5045,358,Paid
5046,290,Late
5047,258,Late
5048,494,Paid
5049,728,Late
5050,214,Paid
5051,148,Late
5052,879,Paid
5053,761,Paid
5054,788,Late
5055,186,Paid
5056,897,Late
5057,516,Paid
5058,526,Late
5059,532,Late
5060,920,Paid
5061,536,Late
5062,432,Paid
5063,519,Late
5064,585,Paid
5065,428,Late
5066,611,Late
5067,443,Paid
5068,990,Paid
5069,172,Late
5070,283,Late
5071,638,Paid
5072,777,Paid
5073,358,Paid
5074,724,Late
5075,576,Paid
5076,750,Late
5077,876,Late
5078,269,Paid
5079,798,Paid
5080,254,Late
5081,299,Paid
5082,769,Paid
5083,894,Late
5084,179,Late
5085,182,Paid
5086,355,Late
5087,161,Late
5088,113,Paid
5089,492,Late
5090,162,Late
5091,620,Paid
5092,743,Late
5093,166,Late
5094,909,Late
5095,360,Paid
5096,992,Paid
5097,925,Late
5098,947,Paid
5099,111,Late
5100,261,Late
5101,352,Late
5102,260,Late
5103,340,Paid
5104,338,Paid
5105,807,Late
5106,366,Paid
5107,732,Late
5108,870,Late
5109,933,Late
5110,170,Late
5111,1000,Late
5112,377,Paid
5113,602,Late
5114,616,Late
5115,849,Paid
5116,868,Paid
5117,270,Paid
5118,964,Late
5119,205,Paid
5120,383,Late
5121,947,Late
5122,255,Paid
5123,993,Paid
5124,443,Late
5125,691,Paid
5126,326,Late
5127,162,Late
5128,798,Paid
5129,672,Paid
5130,481,Late
5131,790,Late
5132,149,Late
5133,776,Late
5134,546,Late
5135,596,Late
5136,265,Paid
5137,971,Paid
5138,102,Late
5139,101,Paid
5140,947,Late
5141,869,Paid
5142,815,Late
5143,186,Paid
5144,525,Late
5145,403,Late
5146,875,Late
5147,892,Paid
5148,419,Late
5149,544,Late
5150,209,Late
5151,970,Late
5152,510,Paid
5153,517,Paid
5154,231,Late
5155,732,Paid
5156,160,Late
5157,480,Late
5158,941,Paid
5159,409,Late
5160,897,Paid
5161,907,Paid
5162,987,Paid
5163,606,Late
5164,497,Paid
5165,685,Paid
5166,328,Paid
5167,127,Late
5168,689,Paid
5169,451,Late
5170,434,Paid
5171,116,Paid
5172,249,Paid
5173,491,Late
5174,885,Late
5175,677,Paid
5176,512,Late
5177,841,Late
5178,327,Late
5179,256,Late
5180,586,Late
5181,756,Paid
5182,809,Late
5183,215,Paid
5184,475,Paid
5185,670,Late
5186,334,Paid
5187,138,Late
5188,228,Paid
5189,552,Paid
5190,728,Late
5191,589,Late
5192,660,Paid
5193,923,Late
5194,519,Paid
5195,170,Late
5196,973,Paid
5197,584,Late
5198,667,Late
5199,327,Paid
5200,550,Late
5201,880,Paid
5202,884,Late
5203,180,Late
5204,567,Late
5205,841,Paid
5206,669,Paid
5207,944,Late
5208,879,Paid
5209,449,Late
5210,590,Paid
5211,989,Paid
5212,138,Paid
5213,787,Late
5214,771,Paid
5215,424,Paid
5216,248,Paid
5217,402,Paid
5218,247,Late
5219,178,Late
5220,585,Late
5221,327,Late
5222,118,Late
5223,364,Late
5224,693,Paid
5225,717,Paid
5226,922,Paid
5227,565,Paid
5228,773,Late
5229,367,Late
5230,205,Late
5231,393,Late
5232,311,Late
5233,868,Late
5234,163,Late
5235,914,Paid
5236,191,Paid
5237,901,Paid
5238,434,Late
5239,323,Late
5240,704,Paid
5241,714,Late
5242,209,Paid
5243,160,Late
5244,210,Late
5245,895,Late
5246,687,Paid
5247,640,Late
5248,121,Late
5249,817,Paid
5250,578,Paid
5251,234,Paid
5252,677,Late
5253,327,Paid
5254,241,Late
5255,817,Late
5256,820,Paid
5257,556,Paid
5258,173,Late
5259,677,Late
5260,733,Paid
5261,192,Paid
5262,584,Late
5263,122,Paid
5264,500,Late
5265,912,Late
5266,210,Late
5267,944,Paid
5268,282,Paid
5269,219,Paid
5270,796,Late
5271,326,Paid
5272,813,Paid
5273,329,Late
5274,342,Late
5275,130,Late
5276,357,Late
5277,469,Late
5278,444,Paid
5279,881,Late
5280,588,Late
5281,779,Paid
5282,644,Late
5283,827,Paid
5284,857,Paid
5285,254,Late
5286,884,Paid
5287,283,Late
5288,401,Paid
5289,556,Late
5290,188,Paid
5291,581,Late
5292,830,Paid
5293,299,Late
5294,505,Late
5295,573,Late
5296,224,Late
5297,256,Late
5298,811,Paid
5299,741,Paid
5300,888,Paid
5301,294,Late
5302,602,Late
5303,980,Late
5304,145,Late
5305,133,Paid
5306,101,Late
5307,678,Paid
5308,146,Late
5309,708,Paid
5310,163,Paid
5311,480,Paid
5312,582,Late
5313,617,Paid
5314,820,Paid
5315,525,Late
5316,255,Paid
5317,643,Late
5318,875,Late
5319,463,Paid
5320,454,Late
5321,444,Late
5322,452,Late
5323,979,Late
5324,278,Late
5325,134,Paid
5326,487,Late
5327,365,Late
5328,837,Late
5329,825,Paid
5330,247,Paid
5331,256,Late
5332,685,Paid
5333,608,Late
5334,319,Paid
5335,991,Late
5336,484,Late
5337,297,Paid
5338,187,Paid
5339,157,Late
5340,663,Late
5341,545,Late
5342,856,Late
5343,788,Late
5344,101,Late
5345,206,Paid
5346,589,Late
5347,843,Late
5348,358,Late
5349,110,Late
5350,741,Late
5351,360,Late
5352,957,Paid
5353,256,Late
5354,716,Paid
5355,502,Paid
5356,700,Late
5357,251,Paid
5358,252,Late
5359,211,Paid
5360,381,Paid
5361,635,Late
5362,848,Late
5363,790,Paid
5364,890,Late
5365,391,Paid
5366,100,Late
5367,917,Late
5368,502,Late
5369,510,Late
5370,670,Paid
5371,795,Late
5372,644,Late
5373,927,Paid
5374,584,Paid
5375,109,Late
5376,476,Paid
5377,250,Late
5378,251,Paid
5379,706,Paid
5380,157,Late
5381,410,Paid
5382,217,Paid
5383,589,Paid
5384,562,Late
5385,233,Paid
5386,272,Late
5387,449,Late
5388,432,Paid
5389,878,Late
5390,362,Paid
5391,665,Late
5392,450,Paid
5393,756,Late
5394,578,Paid
5395,555,Late
5396,289,Paid
5397,591,Paid
5398,773,Late
5399,637,Late
5400,672,Paid
5401,964,Late
5402,158,Late
5403,777,Late
5404,106,Paid
5405,528,Paid
5406,303,Late
5407,428,Late
5408,781,Paid
5409,549,Paid
5410,193,Late
5411,193,Paid
5412,684,Paid
5413,420,Late
5414,904,Late
5415,232,Paid
5416,592,Paid
5417,798,Paid
5418,642,Paid
5419,832,Paid
5420,420,Paid
5421,704,Paid
5422,755,Late
5423,453,Late
5424,434,Late
5425,160,Late
5426,262,Late
5427,117,Paid
5428,660,Late
5429,655,Paid
5430,706,Paid
5431,933,Paid
5432,810,Late
5433,102,Paid
5434,226,Paid
5435,940,Late
5436,734,Late
5437,402,Paid
5438,622,Paid
5439,864,Paid
5440,406,Paid
5441,972,Paid
5442,296,Late
5443,583,Paid
5444,615,Late
5445,114,Late
5446,168,Paid
5447,106,Late
5448,823,Late
5449,402,Paid
5450,424,Late
5451,610,Paid
5452,481,Paid
5453,776,Paid
5454,313,Paid
5455,312,Late
5456,270,Paid
5457,809,Late
5458,193,Paid
5459,124,Late
5460,194,Paid
5461,102,Paid
5462,835,Late
5463,635,Paid
5464,149,Paid
5465,210,Paid
5466,404,Paid
5467,465,Late
5468,363,Paid
5469,671,Late
5470,146,Late
5471,268,Late
5472,530,Paid
5473,234,Late
5474,992,Late
5475,827,Paid
5476,862,Paid
5477,245,Late
5478,995,Paid
5479,180,Late
5480,272,Paid
5481,111,Paid
5482,401,Paid
5483,614,Late
5484,290,Paid
5485,908,Paid
5486,724,Late
5487,301,Paid
5488,645,Paid
5489,923,Paid
5490,929,Paid
5491,688,Late
5492,561,Paid
5493,553,Late
5494,915,Paid
5495,799,Paid
5496,226,Paid
5497,905,Late
5498,491,Late
5499,877,Paid
5500,398,Paid
5501,413,Paid
5502,299,Paid
5503,131,Paid
5504,899,Paid
5505,317,Late
5506,176,Paid
5507,665,Late
5508,116,Late
5509,179,Late
5510,957,Paid
5511,267,Late
5512,380,Paid
5513,155,Paid
5514,480,Late
5515,954,Paid
5516,855,Late
5517,916,Late
5518,894,Late
5519,412,Late
5520,406,Late
5521,904,Paid
5522,247,Paid
5523,181,Paid
5524,704,Late
5525,690,Late
5526,851,Paid
5527,580,Paid
5528,295,Paid
5529,650,Late
5530,454,Paid
5531,771,Late
5532,644,Late
5533,596,Late
5534,301,Late
5535,500,Paid
5536,119,Paid
5537,447,Late
5538,445,Late
5539,255,Paid
5540,580,Late
5541,804,Late
5542,708,Late
5543,498,Late
5544,882,Paid
5545,675,Late
5546,661,Paid
5547,134,Paid
5548,309,Late
5549,405,Late
5550,623,Late
5551,957,Late
5552,476,Late
5553,623,Late
5554,904,Late
5555,752,Paid
5556,228,Paid
5557,404,Late
5558,186,Paid
5559,477,Late
5560,292,Paid
5561,728,Paid
5562,901,Paid
5563,890,Late
5564,791,Paid
5565,411,Paid
5566,242,Late
5567,948,Paid
5568,773,Paid
5569,768,Paid
5570,989,Late
5571,359,Paid
5572,617,Late
5573,333,Paid
5574,542,Late
5575,401,Late
5576,344,Late
5577,105,Paid
5578,140,Paid
5579,865,Late
5580,647,Paid
5581,441,Late
5582,129,Late
5583,631,Paid
5584,485,Late
5585,892,Paid
5586,824,Late
5587,860,Paid
5588,167,Late
5589,698,Late
5590,131,Late
5591,475,Late
5592,254,Late
5593,273,Late
5594,336,Late
5595,503,Late
5596,328,Late
5597,735,Late
5598,822,Paid
5599,307,Late
5600,503,Paid
5601,658,Late
5602,461,Paid
5603,319,Paid
5604,359,Late
5605,475,Paid
5606,999,Late
5607,131,Paid
5608,865,Paid
5609,884,Late
5610,988,Paid
5611,887,Late
5612,751,Paid
5613,882,Paid
5614,713,Late
5615,681,Late
5616,781,Late
5617,693,Late
5618,212,Paid
5619,410,Late
5620,622,Late
5621,136,Paid
5622,496,Paid
5623,957,Late
5624,110,Paid
5625,223,Late
5626,784,Late
5627,461,Late
5628,380,Paid
5629,659,Late
5630,739,Late
5631,180,Late
5632,427,Paid
5633,700,Late
5634,960,Paid
5635,244,Paid
5636,919,Paid
5637,669,Late
5638,664,Late
5639,807,Paid
5640,736,Late
5641,709,Late
5642,753,Late
5643,912,Paid
5644,469,Late
5645,195,Paid
5646,589,Paid
5647,979,Late
5648,336,Late
5649,210,Late
5650,824,Late
5651,442,Late
5652,183,Late
5653,538,Paid
5654,667,Paid
5655,480,Paid
5656,1000,Paid
5657,489,Paid
5658,455,Late
5659,629,Paid
5660,504,Paid
5661,415,Late
5662,435,Late
5663,546,Paid
5664,709,Paid
5665,833,Late
5666,851,Paid
5667,199,Paid
5668,343,Late
5669,577,Late
5670,502,Paid
5671,113,Paid
5672,716,Late
5673,928,Late
5674,633,Late
5675,597,Late
5676,145,Late
5677,748,Paid
5678,623,Late
5679,943,Paid
5680,113,Late
5681,853,Paid
5682,713,Paid
5683,542,Paid
5684,302,Late
5685,817,Paid
5686,701,Paid
5687,615,Paid
5688,467,Paid
5689,326,Paid
5690,618,Late
5691,378,Late
5692,341,Paid
5693,830,Late
5694,491,Late
5695,756,Late
5696,217,Late
5697,525,Late
5698,618,Late
5699,839,Paid
5700,553,Paid
5701,889,Paid
5702,829,Late
5703,197,Late
5704,300,Late
5705,649,Paid
5706,685,Late
5707,648,Paid
5708,577,Paid
5709,513,Late
5710,183,Late
5711,989,Paid
5712,486,Paid
5713,975,Late
5714,373,Late
5715,175,Late
5716,707,Paid
5717,657,Late
5718,586,Late
5719,923,Late
5720,322,Paid
5721,757,Late
5722,319,Paid
5723,973,Paid
5724,116,Paid
5725,774,Late
5726,405,Paid
5727,1000,Paid
5728,107,Paid
5729,233,Late
5730,535,Late
5731,545,Late
5732,550,Paid
5733,377,Paid
5734,500,Paid
5735,813,Paid
5736,171,Late
5737,487,Paid
5738,624,Late
5739,121,Late
5740,819,Paid
5741,994,Paid
5742,293,Paid
5743,893,Late
5744,293,Late
5745,547,Late
5746,391,Paid
5747,127,Paid
5748,669,Late
5749,767,Paid
5750,445,Paid
5751,290,Late
5752,416,Late
5753,196,Late
5754,217,Paid
5755,322,Paid
5756,373,Late
5757,357,Paid
5758,385,Paid
5759,965,Paid
5760,904,Late
5761,643,Paid
5762,923,Late
5763,835,Paid
5764,687,Paid
5765,501,Paid
5766,532,Late
5767,533,Late
5768,646,Late
5769,872,Paid
5770,718,Paid
5771,821,Paid
5772,764,Paid
5773,841,Paid
5774,630,Late
5775,605,Paid
5776,263,Paid
5777,136,Late
5778,821,Late
5779,345,Late
5780,532,Late
5781,562,Paid
5782,718,Paid
5783,477,Paid
5784,650,Late
5785,116,Paid
5786,586,Late
5787,486,Paid
5788,488,Late
5789,838,Late
5790,810,Paid
5791,448,Late
5792,594,Paid
5793,679,Paid
5794,693,Late
5795,673,Late
5796,249,Paid
5797,574,Paid
5798,889,Late
5799,881,Paid
5800,286,Late
5801,820,Paid
5802,929,Paid
5803,914,Paid
5804,401,Paid
5805,215,Late
5806,637,Late
5807,262,Paid
5808,838,Late
5809,977,Late
5810,535,Late
5811,916,Late
5812,246,Paid
5813,671,Paid
5814,235,Late
5815,114,Paid
5816,779,Paid
5817,763,Late
5818,577,Paid
5819,772,Paid
5820,297,Late
5821,486,Late
5822,522,Paid
5823,186,Late
5824,933,Paid
5825,539,Late
5826,928,Paid
5827,623,Paid
5828,723,Paid
5829,815,Late
5830,652,Paid
5831,779,Paid
5832,103,Paid
5833,980,Late
5834,656,Paid
5835,962,Paid
5836,285,Late
5837,609,Late
5838,401,Late
5839,537,Late
5840,550,Late
5841,937,Late
5842,730,Paid
5843,235,Paid
5844,552,Paid
